storeID,wkEndDate,TotNet
1,2018-09-16,140976.41
1,2018-09-23,145323.39
1,2018-09-30,161197.04
1,2018-10-07,151384.62
1,2018-10-14,134416.67
1,2018-10-21,125328.07
1,2018-10-28,121670.08
1,2018-11-04,119622.21
1,2018-11-11,114136.22
1,2018-11-18,120903.35
1,2018-11-25,118938.1
1,2018-12-02,122979.97
1,2018-12-09,127875.91
1,2018-12-16,138410.63
1,2018-12-23,163213.73
1,2018-12-30,131615.54
1,2019-01-06,133329.46
1,2019-01-13,126801.59
1,2019-01-20,124888.75
1,2019-01-27,130930.12
1,2019-02-03,120720.45
1,2019-02-10,113818.1
1,2019-02-17,113605.71
1,2019-02-24,113849.62
1,2019-03-03,121679.56
1,2019-03-10,124119.91
1,2019-03-17,119563.28
1,2019-03-24,123058.07
1,2019-03-31,123508.16
1,2019-04-07,126850.0
1,2019-04-14,130961.0
1,2019-04-21,156334.53
1,2019-04-28,153640.71
1,2019-05-05,123543.12
1,2019-05-12,122323.32
1,2019-05-19,125375.53
1,2019-05-26,130402.71
1,2019-06-02,128549.01
1,2019-06-09,130949.79
1,2019-06-16,130489.29
2,2018-09-16,150238.96
2,2018-09-23,156994.63
2,2018-09-30,160947.35
2,2018-10-07,156730.77
2,2018-10-14,144985.76
2,2018-10-21,138576.93
2,2018-10-28,142224.1
2,2018-11-04,139320.05
2,2018-11-11,142966.34
2,2018-11-18,149323.41
2,2018-11-25,148808.5
2,2018-12-02,139098.47
2,2018-12-09,150779.16
2,2018-12-16,155011.44
2,2018-12-23,163576.31
2,2018-12-30,160371.51
2,2019-01-06,141904.68
2,2019-01-13,128542.03
2,2019-01-20,138322.25
2,2019-01-27,150347.73
2,2019-02-03,137092.11
2,2019-02-10,135089.51
2,2019-02-17,137692.98
2,2019-02-24,144557.02
2,2019-03-03,135022.77
2,2019-03-10,143099.28
2,2019-03-17,157817.33
2,2019-03-24,140885.67
2,2019-03-31,140011.94
2,2019-04-07,145978.22
2,2019-04-14,159008.0
2,2019-04-21,160799.94
2,2019-04-28,160165.24
2,2019-05-05,145232.77
2,2019-05-12,154208.08
2,2019-05-19,146832.56
2,2019-05-26,148352.2
2,2019-06-02,149604.18
2,2019-06-09,148956.59
2,2019-06-16,154105.81
3,2018-09-16,38922.62
3,2018-09-23,40909.8
3,2018-09-30,39668.67
3,2018-10-07,42146.1
3,2018-10-14,43076.51
3,2018-10-21,35663.78
3,2018-10-28,36599.64
3,2018-11-04,37750.81
3,2018-11-11,35786.09
3,2018-11-18,37701.43
3,2018-11-25,37699.4
3,2018-12-02,37516.44
3,2018-12-09,38402.2
3,2018-12-16,40452.79
3,2018-12-23,49596.51
3,2018-12-30,35866.41
3,2019-01-06,34519.61
3,2019-01-13,34149.19
3,2019-01-20,35710.77
3,2019-01-27,37242.82
3,2019-02-03,35612.24
3,2019-02-10,33044.93
3,2019-02-17,34041.67
3,2019-02-24,32119.5
3,2019-03-03,33395.57
3,2019-03-10,33208.95
3,2019-03-17,33123.84
3,2019-03-24,34069.71
3,2019-03-31,34078.95
3,2019-04-07,32314.09
3,2019-04-14,32568.05
3,2019-04-21,30578.37
3,2019-04-28,32529.32
3,2019-05-05,32584.78
3,2019-05-12,31986.35
3,2019-05-19,31237.37
3,2019-05-26,31629.28
3,2019-06-02,33001.24
3,2019-06-09,32140.61
3,2019-06-16,33328.28
4,2018-09-16,39267.35
4,2018-09-23,45735.64
4,2018-09-30,56185.23
4,2018-10-07,65429.91
4,2018-10-14,42385.02
4,2018-10-21,38698.45
4,2018-10-28,42791.86
4,2018-11-04,42422.79
4,2018-11-11,40954.45
4,2018-11-18,41641.75
4,2018-11-25,41228.44
4,2018-12-02,39533.6
4,2018-12-09,42712.52
4,2018-12-16,43483.65
4,2018-12-23,49287.15
4,2018-12-30,64090.82
4,2019-01-06,85551.04
4,2019-01-13,61194.16
4,2019-01-20,60229.07
4,2019-01-27,54933.85
4,2019-02-03,46059.22
4,2019-02-10,40366.1
4,2019-02-17,43809.48
4,2019-02-24,47536.7
4,2019-03-03,39357.8
4,2019-03-10,42764.12
4,2019-03-17,38815.4
4,2019-03-24,41504.2
4,2019-03-31,40062.9
4,2019-04-07,67585.96
4,2019-04-14,56990.1
4,2019-04-21,62187.65
4,2019-04-28,63040.12
4,2019-05-05,35702.88
4,2019-05-12,39714.54
4,2019-05-19,35258.3
4,2019-05-26,38636.86
4,2019-06-02,35960.19
4,2019-06-09,69475.64
4,2019-06-16,34374.1
5,2018-09-16,163897.31
5,2018-09-23,171443.67
5,2018-09-30,191765.1
5,2018-10-07,210783.0
5,2018-10-14,183271.0
5,2018-10-21,158034.22
5,2018-10-28,154021.92
5,2018-11-04,161890.35
5,2018-11-11,161601.15
5,2018-11-18,169262.04
5,2018-11-25,165598.47
5,2018-12-02,163406.73
5,2018-12-09,165565.92
5,2018-12-16,176706.23
5,2018-12-23,211737.26
5,2018-12-30,251520.9
5,2019-01-06,242880.8
5,2019-01-13,197669.01
5,2019-01-20,185627.86
5,2019-01-27,180974.04
5,2019-02-03,160705.16
5,2019-02-10,150118.83
5,2019-02-17,160064.04
5,2019-02-24,155917.53
5,2019-03-03,150370.27
5,2019-03-10,163748.88
5,2019-03-17,157961.37
5,2019-03-24,160111.48
5,2019-03-31,158413.75
5,2019-04-07,161130.98
5,2019-04-14,170200.44
5,2019-04-21,208464.51
5,2019-04-28,232263.59
5,2019-05-05,158735.0
5,2019-05-12,160571.03
5,2019-05-19,156663.32
5,2019-05-26,151577.75
5,2019-06-02,153609.46
5,2019-06-09,153828.52
5,2019-06-16,155979.62
6,2018-09-16,100721.17
6,2018-09-23,101440.01
6,2018-09-30,97421.12
6,2018-10-07,98613.02
6,2018-10-14,101318.97
6,2018-10-21,95133.28
6,2018-10-28,92438.89
6,2018-11-04,100913.4
6,2018-11-11,96721.35
6,2018-11-18,100688.5
6,2018-11-25,96756.54
6,2018-12-02,99525.84
6,2018-12-09,103157.24
6,2018-12-16,104526.88
6,2018-12-23,104526.45
6,2018-12-30,101541.29
6,2019-01-06,99883.14
6,2019-01-13,94724.55
6,2019-01-20,101464.34
6,2019-01-27,100891.4
6,2019-02-03,96257.93
6,2019-02-10,95031.66
6,2019-02-17,96917.77
6,2019-02-24,94375.89
6,2019-03-03,98987.21
6,2019-03-10,95962.49
6,2019-03-17,97633.55
6,2019-03-24,99625.71
6,2019-03-31,98310.47
6,2019-04-07,100727.72
6,2019-04-14,99166.19
6,2019-04-21,101541.02
6,2019-04-28,102362.57
6,2019-05-05,96676.86
6,2019-05-12,95915.4
6,2019-05-19,96707.82
6,2019-05-26,97367.88
6,2019-06-02,99274.01
6,2019-06-09,97765.88
6,2019-06-16,97232.75
7,2018-09-16,165831.9
7,2018-09-23,173407.86
7,2018-09-30,163426.84
7,2018-10-07,169513.27
7,2018-10-14,152617.14
7,2018-10-21,155259.59
7,2018-10-28,158077.87
7,2018-11-04,152281.13
7,2018-11-11,161905.35
7,2018-11-18,164992.24
7,2018-11-25,161869.91
7,2018-12-02,152894.11
7,2018-12-09,158675.97
7,2018-12-16,166378.08
7,2018-12-23,167029.02
7,2018-12-30,171440.75
7,2019-01-06,137709.62
7,2019-01-13,138581.95
7,2019-01-20,141966.0
7,2019-01-27,163365.29
7,2019-02-03,150004.8
7,2019-02-10,145558.85
7,2019-02-17,154151.84
7,2019-02-24,153933.92
7,2019-03-03,155439.45
7,2019-03-10,155705.21
7,2019-03-17,157233.2
7,2019-03-24,155726.13
7,2019-03-31,156901.65
7,2019-04-07,156550.1
7,2019-04-14,160977.58
7,2019-04-21,185204.08
7,2019-04-28,161601.56
7,2019-05-05,175761.13
7,2019-05-12,148135.11
7,2019-05-19,144765.69
7,2019-05-26,147484.29
7,2019-06-02,150633.29
7,2019-06-09,149014.06
7,2019-06-16,152015.05
8,2018-09-16,147910.18
8,2018-09-23,146488.81
8,2018-09-30,145296.36
8,2018-10-07,141602.17
8,2018-10-14,136304.06
8,2018-10-21,136443.49
8,2018-10-28,139647.68
8,2018-11-04,141969.83
8,2018-11-11,145578.34
8,2018-11-18,154315.68
8,2018-11-25,139786.7
8,2018-12-02,148029.44
8,2018-12-09,151677.1
8,2018-12-16,153052.05
8,2018-12-23,151600.83
8,2018-12-30,145196.85
8,2019-01-06,138427.08
8,2019-01-13,130407.72
8,2019-01-20,136190.31
8,2019-01-27,139799.21
8,2019-02-03,146727.53
8,2019-02-10,136152.71
8,2019-02-17,135057.47
8,2019-02-24,138692.09
8,2019-03-03,148762.68
8,2019-03-10,140216.75
8,2019-03-17,144101.78
8,2019-03-24,143969.41
8,2019-03-31,137248.24
8,2019-04-07,144348.84
8,2019-04-14,138372.52
8,2019-04-21,143033.46
8,2019-04-28,146369.96
8,2019-05-05,137409.9
8,2019-05-12,134885.16
8,2019-05-19,138695.34
8,2019-05-26,138606.53
8,2019-06-02,134801.37
8,2019-06-09,141765.07
8,2019-06-16,141374.0
9,2018-09-16,188646.35
9,2018-09-23,188387.3
9,2018-09-30,188771.24
9,2018-10-07,187889.49
9,2018-10-14,181323.86
9,2018-10-21,176031.09
9,2018-10-28,171055.13
9,2018-11-04,174416.94
9,2018-11-11,168510.99
9,2018-11-18,172588.08
9,2018-11-25,164135.42
9,2018-12-02,175546.02
9,2018-12-09,170681.25
9,2018-12-16,179095.7
9,2018-12-23,180313.74
9,2018-12-30,158974.29
9,2019-01-06,156606.43
9,2019-01-13,148804.01
9,2019-01-20,151630.8
9,2019-01-27,165199.92
9,2019-02-03,154908.49
9,2019-02-10,155922.04
9,2019-02-17,154415.58
9,2019-02-24,156445.99
9,2019-03-03,152883.14
9,2019-03-10,119217.54
9,2019-03-17,105168.8
9,2019-03-24,150482.59
9,2019-03-31,167114.89
9,2019-04-07,176852.42
9,2019-04-14,185683.12
9,2019-04-21,194057.68
9,2019-04-28,192317.39
